Single
3648
Scan 0,   
203, 86.0
204, 94.0
205, 91.0
206, 91.0
207, 93.0
208, 93.0
209, 88.0
210, 96.0
211, 90.0
212, 90.0
213, 91.0
214, 93.0
215, 90.0
216, 88.0
217, 90.0
218, 90.0
219, 87.0
220, 90.0
221, 92.0
222, 93.0
223, 92.0
224, 90.0
225, 91.0
226, 92.0
227, 92.0
228, 90.0
229, 92.0
230, 86.0
231, 90.0
232, 87.0
233, 91.0
234, 93.0
235, 93.0
236, 88.0
237, 92.0
238, 96.0
239, 89.0
240, 93.0
241, 93.0
242, 90.0
243, 91.0
244, 84.0
245, 91.0
246, 90.0
247, 92.0
248, 92.0
249, 89.0
250, 90.0
251, 91.0
252, 90.0
253, 93.0
254, 88.0
255, 92.0
256, 89.0
257, 86.0
258, 90.0
259, 86.0
260, 88.0
261, 94.0
262, 93.0
263, 85.0
264, 92.0
265, 90.0
266, 85.0
267, 94.0
268, 93.0
269, 90.0
270, 84.0
271, 89.0
272, 85.0
273, 85.0
274, 91.0
275, 90.0
276, 93.0
277, 94.0
278, 93.0
279, 93.0
280, 88.0
281, 90.0
282, 87.0
283, 91.0
284, 93.0
285, 94.0
286, 89.0
287, 87.0
288, 94.0
289, 92.0
290, 91.0
291, 92.0
292, 89.0
293, 89.0
294, 92.0
295, 92.0
296, 89.0
297, 89.0
298, 91.0
299, 91.0
300, 93.0
301, 89.0
302, 91.0
303, 89.0
304, 88.0
305, 93.0
306, 88.0
307, 92.0
308, 87.0
309, 94.0
310, 89.0
311, 93.0
312, 91.0
313, 89.0
314, 95.0
315, 92.0
316, 91.0
317, 94.0
318, 94.0
319, 91.0
320, 95.0
321, 90.0
322, 93.0
323, 91.0
324, 86.0
325, 89.0
326, 91.0
327, 90.0
328, 89.0
329, 88.0
330, 88.0
331, 89.0
332, 91.0
333, 88.0
334, 88.0
335, 90.0
336, 92.0
337, 95.0
338, 91.0
339, 90.0
340, 90.0
341, 94.0
342, 94.0
343, 87.0
344, 92.0
345, 86.0
346, 92.0
347, 91.0
348, 94.0
349, 92.0
350, 87.0
351, 87.0
352, 91.0
353, 92.0
354, 94.0
355, 89.0
356, 94.0
357, 88.0
358, 87.0
359, 91.0
360, 91.0
361, 90.0
362, 91.0
363, 89.0
364, 90.0
365, 92.0
366, 92.0
367, 93.0
368, 87.0
369, 85.0
370, 91.0
371, 92.0
372, 90.0
373, 96.0
374, 90.0
375, 93.0
376, 91.0
377, 93.0
378, 87.0
379, 91.0
380, 88.0
381, 94.0
382, 93.0
383, 89.0
384, 88.0
385, 96.0
386, 94.0
387, 87.0
388, 89.0
389, 89.0
390, 88.0
391, 92.0
392, 95.0
393, 95.0
394, 92.0
395, 91.0
396, 88.0
397, 91.0
398, 92.0
399, 90.0
400, 91.0
401, 89.0
402, 86.0
403, 90.0
404, 93.0
405, 93.0
406, 89.0
407, 90.0
408, 95.0
409, 92.0
410, 93.0
411, 92.0
412, 92.0
413, 88.0
414, 93.0
415, 92.0
416, 89.0
417, 90.0
418, 94.0
419, 91.0
420, 91.0
421, 92.0
422, 91.0
423, 90.0
424, 94.0
425, 96.0
426, 90.0
427, 93.0
428, 91.0
429, 90.0
430, 92.0
431, 87.0
432, 95.0
433, 87.0
434, 94.0
435, 87.0
436, 94.0
437, 89.0
438, 92.0
439, 92.0
440, 90.0
441, 92.0
442, 89.0
443, 91.0
444, 90.0
445, 90.0
446, 91.0
447, 95.0
448, 91.0
449, 91.0
450, 91.0
451, 96.0
452, 92.0
453, 92.0
454, 95.0
455, 88.0
456, 97.0
457, 91.0
458, 90.0
459, 92.0
460, 95.0
461, 95.0
462, 92.0
463, 92.0
464, 91.0
465, 85.0
466, 88.0
467, 86.0
468, 97.0
469, 93.0
470, 90.0
471, 93.0
472, 96.0
473, 90.0
474, 92.0
475, 97.0
476, 90.0
477, 90.0
478, 88.0
479, 90.0
480, 90.0
481, 91.0
482, 88.0
483, 94.0
484, 91.0
485, 89.0
486, 93.0
487, 89.0
488, 90.0
489, 89.0
490, 90.0
491, 92.0
492, 91.0
493, 88.0
494, 85.0
495, 93.0
496, 90.0
497, 93.0
498, 87.0
499, 91.0
500, 92.0
501, 91.0
502, 92.0
503, 89.0
504, 96.0
505, 92.0
506, 94.0
507, 87.0
508, 91.0
509, 87.0
510, 86.0
511, 93.0
512, 84.0
513, 93.0
514, 93.0
515, 90.0
516, 93.0
517, 95.0
518, 93.0
519, 96.0
520, 89.0
521, 89.0
522, 87.0
523, 95.0
524, 93.0
525, 93.0
526, 88.0
527, 90.0
528, 89.0
529, 90.0
530, 89.0
531, 90.0
532, 96.0
533, 90.0
534, 88.0
535, 91.0
536, 89.0
537, 92.0
538, 88.0
539, 91.0
540, 95.0
541, 88.0
542, 94.0
543, 91.0
544, 92.0
545, 87.0
546, 90.0
547, 90.0
548, 95.0
549, 91.0
550, 89.0
551, 91.0
552, 93.0
553, 90.0
554, 94.0
555, 91.0
556, 90.0
557, 91.0
558, 89.0
559, 96.0
560, 88.0
561, 93.0
562, 89.0
563, 93.0
564, 95.0
565, 91.0
566, 92.0
567, 89.0
568, 89.0
569, 92.0
570, 88.0
571, 86.0
572, 90.0
573, 89.0
574, 91.0
575, 93.0
576, 93.0
577, 91.0
578, 91.0
579, 89.0
580, 92.0
581, 89.0
582, 92.0
583, 91.0
584, 85.0
585, 93.0
586, 93.0
587, 93.0
588, 91.0
589, 92.0
590, 93.0
591, 91.0
592, 92.0
593, 90.0
594, 95.0
595, 92.0
596, 87.0
597, 90.0
598, 93.0
599, 88.0
600, 90.0
601, 93.0
602, 93.0
603, 90.0
604, 93.0
605, 93.0
606, 92.0
607, 90.0
608, 90.0
609, 91.0
610, 95.0
611, 90.0
612, 91.0
613, 91.0
614, 91.0
615, 89.0
616, 86.0
617, 88.0
618, 89.0
619, 91.0
620, 96.0
621, 92.0
622, 87.0
623, 94.0
624, 94.0
625, 90.0
626, 91.0
627, 89.0
628, 92.0
629, 91.0
630, 93.0
631, 87.0
632, 96.0
633, 90.0
634, 89.0
635, 92.0
636, 84.0
637, 85.0
638, 90.0
639, 91.0
640, 92.0
641, 89.0
642, 88.0
643, 91.0
644, 94.0
645, 92.0
646, 88.0
647, 96.0
648, 92.0
649, 89.0
650, 92.0
651, 87.0
652, 93.0
653, 90.0
654, 93.0
655, 88.0
656, 89.0
657, 92.0
658, 93.0
659, 92.0
660, 93.0
661, 91.0
662, 94.0
663, 93.0
664, 92.0
665, 89.0
666, 92.0
667, 88.0
668, 88.0
669, 93.0
670, 89.0
671, 90.0
672, 92.0
673, 87.0
674, 92.0
675, 90.0
676, 93.0
677, 91.0
678, 89.0
679, 96.0
680, 89.0
681, 92.0
682, 92.0
683, 89.0
684, 86.0
685, 93.0
686, 89.0
687, 92.0
688, 88.0
689, 90.0
690, 90.0
691, 90.0
692, 89.0
693, 91.0
694, 94.0
695, 91.0
696, 91.0
697, 93.0
698, 90.0
699, 90.0
700, 92.0
701, 93.0
702, 91.0
703, 92.0
704, 93.0
705, 88.0
706, 88.0
707, 96.0
708, 89.0
709, 95.0
710, 89.0
711, 93.0
712, 90.0
713, 92.0
714, 89.0
715, 91.0
716, 93.0
717, 91.0
718, 89.0
719, 93.0
720, 89.0
721, 90.0
722, 89.0
723, 91.0
724, 97.0
725, 89.0
726, 89.0
727, 92.0
728, 93.0
729, 87.0
730, 91.0
731, 93.0
732, 91.0
733, 93.0
734, 92.0
735, 91.0
736, 93.0
737, 90.0
738, 88.0
739, 90.0
740, 94.0
741, 93.0
742, 92.0
743, 92.0
744, 88.0
745, 87.0
746, 90.0
747, 91.0
748, 92.0
749, 90.0
750, 89.0
751, 92.0
752, 91.0
753, 94.0
754, 89.0
755, 89.0
756, 95.0
757, 89.0
758, 87.0
759, 95.0
760, 92.0
761, 92.0
762, 90.0
763, 88.0
764, 96.0
765, 93.0
766, 93.0
767, 85.0
768, 89.0
769, 93.0
770, 91.0
771, 90.0
772, 95.0
773, 94.0
774, 90.0
775, 91.0
776, 93.0
777, 91.0
778, 90.0
779, 92.0
780, 93.0
781, 93.0
782, 93.0
783, 93.0
784, 91.0
785, 95.0
786, 87.0
787, 90.0
788, 88.0
789, 94.0
790, 91.0
791, 90.0
792, 89.0
793, 95.0
794, 96.0
795, 92.0
796, 89.0
797, 88.0
798, 88.0
799, 90.0
800, 88.0
801, 87.0
802, 89.0
803, 93.0
804, 89.0
805, 90.0
806, 88.0
807, 89.0
808, 90.0
809, 91.0
810, 92.0
811, 96.0
812, 89.0
813, 95.0
814, 93.0
815, 89.0
816, 91.0
817, 89.0
818, 97.0
819, 89.0
820, 93.0
821, 89.0
822, 93.0
823, 89.0
824, 93.0
825, 90.0
826, 88.0
827, 94.0
828, 94.0
829, 91.0
830, 90.0
831, 92.0
832, 87.0
833, 97.0
834, 92.0
835, 91.0
836, 94.0
837, 90.0
838, 89.0
839, 89.0
840, 89.0
841, 92.0
842, 91.0
843, 93.0
844, 88.0
845, 91.0
846, 89.0
847, 94.0
848, 94.0
849, 91.0
850, 92.0
851, 88.0
852, 88.0
853, 89.0
854, 90.0
855, 91.0
856, 94.0
857, 92.0
858, 90.0
859, 90.0
860, 93.0
861, 88.0
862, 95.0
863, 95.0
864, 95.0
865, 93.0
866, 93.0
867, 87.0
868, 92.0
869, 89.0
870, 97.0
871, 90.0
872, 86.0
873, 84.0
874, 94.0
875, 96.0
876, 87.0
877, 92.0
878, 90.0
879, 92.0
880, 91.0
881, 91.0
882, 86.0
883, 93.0
884, 87.0
885, 96.0
886, 88.0
887, 92.0
888, 94.0
889, 87.0
890, 86.0
891, 90.0
892, 91.0
893, 88.0
894, 92.0
895, 91.0
896, 90.0
897, 92.0
898, 92.0
899, 93.0
900, 88.0
901, 87.0
902, 94.0
903, 92.0
904, 90.0
905, 92.0
906, 92.0
907, 90.0
908, 84.0
909, 92.0
910, 86.0
911, 89.0
912, 94.0
913, 91.0
914, 89.0
915, 92.0
916, 88.0
917, 92.0
918, 90.0
919, 91.0
920, 88.0
921, 92.0
922, 84.0
923, 90.0
924, 88.0
925, 86.0
926, 94.0
927, 89.0
928, 95.0
929, 92.0
930, 89.0
931, 91.0
932, 91.0
933, 91.0
934, 94.0
935, 93.0
936, 91.0
937, 92.0
938, 92.0
939, 89.0
940, 91.0
941, 92.0
942, 93.0
943, 90.0
944, 95.0
945, 92.0
946, 91.0
947, 93.0
948, 92.0
949, 96.0
950, 94.0
951, 90.0
952, 92.0
953, 91.0
954, 94.0
955, 91.0
956, 87.0
957, 92.0
958, 87.0
959, 87.0
960, 94.0
961, 93.0
962, 93.0
963, 94.0
964, 90.0
965, 89.0
966, 87.0
967, 87.0
968, 96.0
969, 92.0
970, 94.0
971, 91.0
972, 94.0
973, 92.0
974, 92.0
975, 96.0
976, 93.0
977, 91.0
978, 90.0
979, 89.0
980, 89.0
981, 86.0
982, 90.0
983, 85.0
984, 90.0
985, 92.0
986, 93.0
987, 93.0
988, 93.0
989, 91.0
990, 93.0
991, 91.0
992, 85.0
993, 87.0
994, 94.0
995, 91.0
996, 93.0
997, 93.0
998, 89.0
999, 89.0
1000, 90.0
1001, 87.0
1002, 97.0
1003, 94.0
1004, 87.0
1005, 95.0
1006, 94.0
1007, 84.0
1008, 89.0
1009, 94.0
1010, 91.0
1011, 91.0
1012, 95.0
1013, 90.0
1014, 94.0
1015, 90.0
1016, 91.0
1017, 93.0
1018, 93.0
1019, 92.0
1020, 88.0
1021, 93.0
1022, 88.0
1023, 90.0
1024, 89.0
1025, 95.0
1026, 91.0
1027, 88.0
1028, 92.0
1029, 89.0
1030, 90.0
1031, 92.0
1032, 89.0
1033, 89.0
1034, 87.0
1035, 90.0
1036, 91.0
1037, 94.0
1038, 94.0
1039, 94.0
1040, 93.0
1041, 92.0
1042, 91.0
1043, 89.0
1044, 95.0
1045, 88.0
1046, 90.0
1047, 89.0
1048, 85.0
1049, 89.0
1050, 91.0
1051, 89.0
1052, 91.0
1053, 92.0
1054, 85.0
1055, 85.0
1056, 89.0
1057, 93.0
1058, 89.0
1059, 91.0
1060, 91.0
1061, 95.0
1062, 89.0
1063, 90.0
1064, 92.0
1065, 89.0
1066, 90.0
1067, 95.0
1068, 92.0
1069, 93.0
1070, 88.0
1071, 87.0
1072, 91.0
1073, 89.0
1074, 86.0
1075, 86.0
1076, 91.0
1077, 92.0
1078, 90.0
1079, 94.0
1080, 93.0
1081, 85.0
1082, 89.0
1083, 91.0
1084, 94.0
1085, 92.0
1086, 88.0
1087, 88.0
1088, 93.0
1089, 93.0
1090, 94.0
1091, 89.0
1092, 94.0
1093, 87.0
1094, 93.0
1095, 91.0
1096, 91.0
1097, 95.0
1098, 93.0
1099, 92.0
1100, 88.0
1101, 89.0
1102, 89.0
1103, 89.0
1104, 91.0
1105, 94.0
1106, 94.0
1107, 93.0
1108, 91.0
1109, 93.0
1110, 87.0
1111, 92.0
1112, 91.0
1113, 92.0
1114, 93.0
1115, 91.0
1116, 87.0
1117, 91.0
1118, 91.0
1119, 92.0
1120, 89.0
1121, 86.0
1122, 92.0
1123, 94.0
1124, 86.0
1125, 88.0
1126, 88.0
1127, 92.0
1128, 89.0
1129, 86.0
1130, 94.0
1131, 89.0
1132, 88.0
1133, 92.0
1134, 92.0
1135, 93.0
1136, 93.0
1137, 92.0
1138, 93.0
1139, 94.0
1140, 92.0
1141, 92.0
1142, 89.0
1143, 88.0
1144, 92.0
1145, 93.0
1146, 90.0
1147, 91.0
1148, 92.0
1149, 90.0
1150, 86.0
1151, 97.0
1152, 92.0
1153, 93.0
1154, 88.0
1155, 90.0
1156, 88.0
1157, 91.0
1158, 92.0
1159, 91.0
1160, 89.0
1161, 94.0
1162, 91.0
1163, 91.0
1164, 91.0
1165, 90.0
1166, 90.0
1167, 89.0
1168, 91.0
1169, 94.0
1170, 95.0
1171, 93.0
1172, 90.0
1173, 93.0
1174, 90.0
1175, 88.0
1176, 91.0
1177, 93.0
1178, 91.0
1179, 92.0
1180, 92.0
1181, 89.0
1182, 95.0
1183, 90.0
1184, 92.0
1185, 88.0
1186, 92.0
1187, 88.0
1188, 92.0
1189, 90.0
1190, 92.0
1191, 89.0
1192, 91.0
1193, 91.0
1194, 91.0
1195, 92.0
1196, 91.0
1197, 90.0
1198, 94.0
1199, 91.0
1200, 93.0
1201, 92.0
1202, 89.0
1203, 93.0
1204, 90.0
1205, 91.0
1206, 91.0
1207, 91.0
1208, 91.0
1209, 90.0
1210, 95.0
1211, 88.0
1212, 89.0
1213, 89.0
1214, 88.0
1215, 89.0
1216, 87.0
1217, 90.0
1218, 89.0
1219, 88.0
1220, 95.0
1221, 88.0
1222, 91.0
1223, 90.0
1224, 88.0
1225, 89.0
1226, 88.0
1227, 89.0
1228, 94.0
1229, 91.0
1230, 92.0
1231, 90.0
1232, 90.0
1233, 89.0
1234, 91.0
1235, 88.0
1236, 89.0
1237, 89.0
1238, 89.0
1239, 93.0
1240, 92.0
1241, 88.0
1242, 94.0
1243, 83.0
1244, 88.0
1245, 88.0
1246, 88.0
1247, 89.0
1248, 88.0
1249, 87.0
1250, 88.0
1251, 86.0
1252, 89.0
1253, 86.0
1254, 92.0
1255, 88.0
1256, 84.0
1257, 89.0
1258, 90.0
1259, 85.0
1260, 89.0
1261, 89.0
1262, 87.0
1263, 88.0
1264, 91.0
1265, 92.0
1266, 91.0
1267, 88.0
1268, 92.0
1269, 89.0
1270, 88.0
1271, 91.0
1272, 88.0
1273, 93.0
1274, 88.0
1275, 94.0
1276, 91.0
1277, 92.0
1278, 88.0
1279, 93.0
1280, 89.0
1281, 87.0
1282, 86.0
1283, 95.0
1284, 89.0
1285, 93.0
1286, 94.0
1287, 89.0
1288, 93.0
1289, 94.0
1290, 95.0
1291, 91.0
1292, 88.0
1293, 93.0
1294, 90.0
1295, 90.0
1296, 87.0
1297, 85.0
1298, 88.0
1299, 90.0
1300, 91.0
1301, 88.0
1302, 90.0
1303, 88.0
1304, 87.0
1305, 98.0
1306, 90.0
1307, 93.0
1308, 95.0
1309, 90.0
1310, 89.0
1311, 88.0
1312, 91.0
1313, 89.0
1314, 85.0
1315, 87.0
1316, 92.0
1317, 94.0
1318, 92.0
1319, 88.0
1320, 86.0
1321, 90.0
1322, 92.0
1323, 89.0
1324, 90.0
1325, 90.0
1326, 91.0
1327, 94.0
1328, 89.0
1329, 89.0
1330, 90.0
1331, 91.0
1332, 91.0
1333, 92.0
1334, 90.0
1335, 88.0
1336, 87.0
1337, 90.0
1338, 96.0
1339, 86.0
1340, 92.0
1341, 86.0
1342, 90.0
1343, 94.0
1344, 85.0
1345, 89.0
1346, 89.0
1347, 89.0
1348, 88.0
1349, 93.0
1350, 89.0
1351, 93.0
1352, 85.0
1353, 88.0
1354, 88.0
1355, 90.0
1356, 96.0
1357, 88.0
1358, 90.0
1359, 92.0
1360, 91.0
1361, 94.0
1362, 87.0
1363, 90.0
1364, 90.0
1365, 91.0
1366, 90.0
1367, 92.0
1368, 85.0
1369, 89.0
1370, 88.0
1371, 89.0
1372, 89.0
1373, 91.0
1374, 94.0
1375, 91.0
1376, 91.0
1377, 94.0
1378, 90.0
1379, 89.0
1380, 89.0
1381, 93.0
1382, 92.0
1383, 89.0
1384, 90.0
1385, 90.0
1386, 89.0
1387, 85.0
1388, 89.0
1389, 93.0
1390, 89.0
1391, 91.0
1392, 93.0
1393, 90.0
1394, 91.0
1395, 90.0
1396, 94.0
1397, 89.0
1398, 92.0
1399, 91.0
1400, 89.0
1401, 93.0
1402, 90.0
1403, 89.0
1404, 94.0
1405, 94.0
1406, 85.0
1407, 91.0
1408, 92.0
1409, 89.0
1410, 91.0
1411, 89.0
1412, 91.0
1413, 92.0
1414, 89.0
1415, 89.0
1416, 92.0
1417, 88.0
1418, 87.0
1419, 88.0
1420, 94.0
1421, 91.0
1422, 95.0
1423, 90.0
1424, 88.0
1425, 87.0
1426, 89.0
1427, 89.0
1428, 90.0
1429, 86.0
1430, 90.0
1431, 87.0
1432, 87.0
1433, 87.0
1434, 87.0
1435, 94.0
1436, 89.0
1437, 88.0
1438, 94.0
1439, 88.0
1440, 88.0
1441, 95.0
1442, 93.0
1443, 85.0
1444, 94.0
1445, 91.0
1446, 91.0
1447, 90.0
1448, 91.0
1449, 90.0
1450, 87.0
1451, 92.0
1452, 91.0
1453, 90.0
1454, 93.0
1455, 92.0
1456, 90.0
1457, 92.0
1458, 89.0
1459, 90.0
1460, 88.0
1461, 93.0
1462, 87.0
1463, 92.0
1464, 92.0
1465, 91.0
1466, 89.0
1467, 90.0
1468, 91.0
1469, 89.0
1470, 89.0
1471, 86.0
1472, 91.0
1473, 91.0
1474, 89.0
1475, 86.0
1476, 95.0
1477, 93.0
1478, 92.0
1479, 87.0
1480, 91.0
1481, 90.0
1482, 90.0
1483, 91.0
1484, 92.0
1485, 93.0
1486, 88.0
1487, 85.0
1488, 87.0
1489, 92.0
1490, 90.0
1491, 88.0
1492, 91.0
1493, 94.0
1494, 91.0
1495, 90.0
1496, 92.0
1497, 85.0
1498, 91.0
1499, 88.0
1500, 88.0
1501, 85.0
1502, 92.0
1503, 88.0
1504, 90.0
1505, 88.0
1506, 94.0
1507, 91.0
1508, 93.0
1509, 90.0
1510, 92.0
1511, 90.0
1512, 90.0
1513, 92.0
1514, 84.0
1515, 90.0
1516, 88.0
1517, 95.0
1518, 86.0
1519, 91.0
1520, 86.0
1521, 87.0
1522, 93.0
1523, 93.0
1524, 92.0
1525, 89.0
1526, 90.0
1527, 91.0
1528, 92.0
1529, 91.0
1530, 90.0
1531, 89.0
1532, 89.0
1533, 93.0
1534, 91.0
1535, 85.0
1536, 91.0
1537, 90.0
1538, 89.0
1539, 88.0
1540, 93.0
1541, 89.0
1542, 91.0
1543, 92.0
1544, 88.0
1545, 92.0
1546, 91.0
1547, 94.0
1548, 90.0
1549, 93.0
1550, 91.0
1551, 90.0
1552, 90.0
1553, 92.0
1554, 90.0
1555, 92.0
1556, 90.0
1557, 86.0
1558, 88.0
1559, 91.0
1560, 90.0
1561, 87.0
1562, 93.0
1563, 88.0
1564, 89.0
1565, 92.0
1566, 89.0
1567, 88.0
1568, 91.0
1569, 89.0
1570, 93.0
1571, 92.0
1572, 88.0
1573, 89.0
1574, 85.0
1575, 94.0
1576, 88.0
1577, 95.0
1578, 90.0
1579, 90.0
1580, 92.0
1581, 88.0
1582, 91.0
1583, 92.0
1584, 86.0
1585, 94.0
1586, 92.0
1587, 90.0
1588, 90.0
1589, 90.0
1590, 86.0
1591, 90.0
1592, 87.0
1593, 93.0
1594, 88.0
1595, 92.0
1596, 86.0
1597, 89.0
1598, 94.0
1599, 92.0
1600, 91.0
1601, 95.0
1602, 92.0
1603, 90.0
1604, 89.0
1605, 87.0
1606, 89.0
1607, 91.0
1608, 95.0
1609, 90.0
1610, 95.0
1611, 88.0
1612, 87.0
1613, 91.0
1614, 89.0
1615, 88.0
1616, 93.0
1617, 91.0
1618, 89.0
1619, 90.0
1620, 94.0
1621, 93.0
1622, 90.0
1623, 92.0
1624, 93.0
1625, 97.0
1626, 94.0
1627, 91.0
1628, 87.0
1629, 87.0
1630, 91.0
1631, 89.0
1632, 92.0
1633, 91.0
1634, 91.0
1635, 88.0
1636, 86.0
1637, 92.0
1638, 89.0
1639, 94.0
1640, 92.0
1641, 90.0
1642, 91.0
1643, 87.0
1644, 93.0
1645, 91.0
1646, 88.0
1647, 91.0
1648, 92.0
1649, 90.0
1650, 94.0
1651, 84.0
1652, 92.0
1653, 87.0
1654, 93.0
1655, 92.0
1656, 94.0
1657, 91.0
1658, 97.0
1659, 93.0
1660, 88.0
1661, 93.0
1662, 88.0
1663, 94.0
1664, 93.0
1665, 92.0
1666, 92.0
1667, 88.0
1668, 91.0
1669, 87.0
1670, 87.0
1671, 96.0
1672, 95.0
1673, 86.0
1674, 94.0
1675, 95.0
1676, 96.0
1677, 89.0
1678, 91.0
1679, 90.0
1680, 87.0
1681, 87.0
1682, 91.0
1683, 93.0
1684, 88.0
1685, 85.0
1686, 88.0
1687, 88.0
1688, 90.0
1689, 94.0
1690, 93.0
1691, 92.0
1692, 92.0
1693, 91.0
1694, 92.0
1695, 86.0
1696, 87.0
1697, 89.0
1698, 97.0
1699, 92.0
1700, 91.0
1701, 92.0
1702, 88.0
1703, 95.0
1704, 95.0
1705, 90.0
1706, 90.0
1707, 95.0
1708, 92.0
1709, 92.0
1710, 93.0
1711, 90.0
1712, 89.0
1713, 93.0
1714, 90.0
1715, 93.0
1716, 92.0
1717, 90.0
1718, 84.0
1719, 91.0
1720, 92.0
1721, 87.0
1722, 96.0
1723, 92.0
1724, 93.0
1725, 92.0
1726, 92.0
1727, 91.0
1728, 95.0
1729, 92.0
1730, 95.0
1731, 96.0
1732, 96.0
1733, 94.0
1734, 96.0
1735, 94.0
1736,101.0
1737, 95.0
1738, 96.0
1739, 96.0
1740, 96.0
1741, 95.0
1742, 96.0
1743, 95.0
1744, 97.0
1745,100.0
1746, 99.0
1747, 99.0
1748, 99.0
1749, 96.0
1750,100.0
1751,101.0
1752,102.0
1753,100.0
1754, 95.0
1755, 97.0
1756, 95.0
1757,101.0
1758,104.0
1759,101.0
1760, 95.0
1761,110.0
1762,107.0
1763,108.0
1764, 99.0
1765,108.0
1766,122.0
1767,132.0
1768,115.0
1769,103.0
1770,135.0
1771,203.0
1772,201.0
1773,148.0
1774,173.0
1775,337.0
1776,525.0
1777,537.0
1778,586.0
1779,1233.0
1780,2753.0
1781,3832.0
1782,3907.0
1783,3517.0
1784,1974.0
1785,776.0
1786,478.0
1787,448.0
1788,370.0
1789,279.0
1790,206.0
1791,175.0
1792,160.0
1793,186.0
1794,145.0
1795,122.0
1796,137.0
1797,127.0
1798,132.0
1799,113.0
1800,121.0
1801,114.0
1802,117.0
1803,113.0
1804,116.0
1805,108.0
1806,107.0
1807,111.0
1808,106.0
1809,111.0
1810,105.0
1811,102.0
1812, 96.0
1813, 99.0
1814,100.0
1815,105.0
1816,101.0
1817,100.0
1818,102.0
1819, 96.0
1820, 96.0
1821,102.0
1822,100.0
1823,102.0
1824,103.0
1825, 95.0
1826, 97.0
1827, 95.0
1828, 98.0
1829,100.0
1830, 97.0
1831, 96.0
1832, 99.0
1833, 98.0
1834, 97.0
1835, 94.0
1836, 97.0
1837, 96.0
1838,100.0
1839, 97.0
1840, 97.0
1841, 92.0
1842, 95.0
1843, 95.0
1844, 96.0
1845, 98.0
1846, 93.0
1847, 95.0
1848,100.0
1849, 92.0
1850, 94.0
1851, 92.0
1852, 97.0
1853, 98.0
1854, 93.0
1855, 95.0
1856, 92.0
1857, 93.0
1858, 95.0
1859, 91.0
1860, 91.0
1861, 94.0
1862, 97.0
1863, 94.0
1864, 90.0
1865, 96.0
1866, 89.0
1867, 91.0
1868, 92.0
1869, 92.0
1870, 95.0
1871, 92.0
1872, 99.0
1873, 94.0
1874, 95.0
1875, 93.0
1876, 96.0
1877, 91.0
1878, 90.0
