Single
3648
Scan 0,   
1890,228.0
1891,235.0
1892,232.0
1893,237.0
1894,239.0
1895,239.0
1896,232.0
1897,236.0
1898,241.0
1899,242.0
1900,244.0
1901,236.0
1902,240.0
1903,243.0
1904,247.0
1905,241.0
1906,243.0
1907,244.0
1908,242.0
1909,235.0
1910,246.0
1911,247.0
1912,235.0
1913,237.0
1914,229.0
1915,232.0
1916,235.0
1917,229.0
1918,224.0
1919,236.0
1920,230.0
1921,244.0
1922,243.0
1923,246.0
1924,254.0
1925,253.0
1926,257.0
1927,259.0
1928,255.0
1929,249.0
1930,247.0
1931,258.0
1932,254.0
1933,253.0
1934,252.0
1935,252.0
1936,260.0
1937,250.0
1938,257.0
1939,253.0
1940,253.0
1941,253.0
1942,263.0
1943,252.0
1944,252.0
1945,251.0
1946,260.0
1947,259.0
1948,255.0
1949,249.0
1950,264.0
1951,259.0
1952,263.0
1953,259.0
1954,253.0
1955,258.0
1956,252.0
1957,251.0
1958,252.0
1959,245.0
1960,251.0
1961,254.0
1962,256.0
1963,254.0
1964,251.0
1965,254.0
1966,248.0
1967,249.0
1968,253.0
1969,246.0
1970,246.0
1971,240.0
1972,244.0
1973,246.0
1974,245.0
1975,229.0
1976,230.0
1977,237.0
1978,238.0
1979,239.0
1980,229.0
1981,227.0
1982,238.0
1983,226.0
1984,230.0
1985,231.0
1986,230.0
1987,229.0
1988,229.0
1989,234.0
1990,230.0
1991,228.0
1992,223.0
1993,218.0
1994,226.0
1995,226.0
1996,216.0
1997,221.0
1998,219.0
1999,222.0
2000,217.0
2001,215.0
2002,214.0
2003,219.0
2004,209.0
2005,216.0
2006,204.0
2007,216.0
2008,203.0
2009,204.0
2010,210.0
2011,202.0
2012,204.0
2013,197.0
2014,207.0
2015,204.0
2016,213.0
2017,204.0
2018,198.0
2019,190.0
2020,196.0
2021,202.0
2022,195.0
2023,188.0
2024,190.0
2025,192.0
2026,192.0
2027,186.0
2028,188.0
2029,194.0
2030,191.0
2031,179.0
2032,183.0
2033,174.0
2034,164.0
2035,158.0
2036,160.0
2037,156.0
2038,156.0
2039,152.0
2040,154.0
2041,163.0
2042,177.0
2043,177.0
2044,180.0
2045,186.0
2046,180.0
2047,179.0
2048,173.0
2049,170.0
2050,168.0
2051,169.0
2052,168.0
2053,168.0
2054,169.0
2055,160.0
2056,161.0
2057,158.0
2058,161.0
2059,160.0
2060,157.0
2061,164.0
2062,159.0
2063,159.0
2064,157.0
2065,154.0
2066,152.0
2067,154.0
2068,152.0
2069,154.0
2070,153.0
2071,153.0
2072,145.0
2073,149.0
2074,146.0
2075,153.0
2076,148.0
2077,148.0
2078,150.0
2079,148.0
2080,140.0
2081,142.0
2082,145.0
2083,147.0
2084,146.0
2085,141.0
2086,144.0
2087,140.0
2088,141.0
2089,138.0
2090,138.0
2091,141.0
2092,135.0
2093,142.0
2094,138.0
2095,137.0
2096,132.0
2097,134.0
2098,135.0
2099,137.0
2100,141.0
2101,129.0
2102,133.0
2103,133.0
2104,134.0
2105,130.0
2106,130.0
2107,134.0
2108,126.0
2109,128.0
2110,121.0
2111,128.0
2112,125.0
2113,119.0
2114,127.0
2115,120.0
2116,121.0
2117,124.0
2118,127.0
2119,128.0
2120,127.0
2121,119.0
2122,123.0
2123,126.0
2124,118.0
2125,126.0
2126,120.0
2127,121.0
2128,118.0
2129,119.0
2130,115.0
2131,115.0
2132,118.0
2133,112.0
2134,119.0
2135,120.0
2136,112.0
2137,118.0
2138,117.0
2139,122.0
2140,118.0
2141,115.0
2142,115.0
2143,112.0
2144,114.0
2145,113.0
2146,115.0
2147,111.0
2148,115.0
2149,112.0
2150,109.0
2151,118.0
2152,115.0
2153,114.0
2154,110.0
2155,114.0
2156,110.0
2157,114.0
2158,109.0
2159,109.0
2160,110.0
2161,113.0
2162,113.0
2163,110.0
2164,109.0
2165,109.0
2166,109.0
2167,109.0
2168,104.0
2169,107.0
2170,103.0
2171,106.0
2172,101.0
2173,103.0
2174,103.0
2175, 98.0
2176,109.0
2177,107.0
2178,106.0
2179,105.0
2180,105.0
2181,108.0
2182,106.0
2183,104.0
2184,103.0
2185,102.0
2186,108.0
2187,105.0
2188,104.0
2189,101.0
2190,101.0
2191,105.0
2192, 99.0
2193,107.0
2194,103.0
2195,108.0
2196,101.0
2197,101.0
2198,100.0
2199, 97.0
2200, 98.0
2201, 97.0
2202,102.0
2203, 99.0
2204,101.0
2205,103.0
2206,101.0
2207,101.0
2208, 98.0
2209, 96.0
2210, 95.0
2211, 96.0
2212,104.0
2213,104.0
2214, 97.0
2215,102.0
2216, 99.0
2217,104.0
2218, 97.0
2219, 96.0
2220, 98.0
2221,102.0
2222, 95.0
2223,100.0
2224, 94.0
2225, 96.0
2226,103.0
2227, 98.0
2228, 98.0
2229, 96.0
2230, 99.0
2231,101.0
2232, 93.0
2233, 96.0
2234, 97.0
2235, 95.0
2236, 96.0
2237, 96.0
2238, 93.0
2239, 97.0
2240, 99.0
2241, 96.0
2242, 89.0
2243, 95.0
2244, 96.0
2245, 97.0
2246, 99.0
2247, 98.0
2248, 93.0
2249, 92.0
2250, 91.0
2251, 95.0
2252, 94.0
2253, 92.0
2254,100.0
2255, 92.0
2256, 93.0
2257, 92.0
2258, 92.0
2259, 92.0
2260, 94.0
2261, 94.0
2262, 91.0
2263, 94.0
2264, 95.0
2265, 92.0
2266, 90.0
2267, 96.0
2268, 97.0
2269, 89.0
2270, 92.0
2271, 92.0
2272, 92.0
2273, 89.0
2274, 95.0
2275, 92.0
2276, 94.0
2277, 95.0
2278, 95.0
2279, 94.0
2280, 92.0
2281, 93.0
2282, 91.0
2283, 90.0
2284, 92.0
2285, 92.0
2286, 95.0
2287, 89.0
2288, 95.0
2289, 91.0
2290, 95.0
2291, 91.0
2292, 95.0
2293, 92.0
2294, 94.0
2295, 92.0
2296, 92.0
2297, 92.0
2298, 94.0
2299, 91.0
2300, 86.0
2301, 92.0
2302, 95.0
2303, 91.0
2304, 94.0
2305, 89.0
2306, 92.0
2307, 91.0
2308, 89.0
2309, 86.0
2310, 88.0
2311, 90.0
2312, 91.0
2313, 88.0
2314, 90.0
2315, 87.0
2316, 92.0
2317, 86.0
2318, 90.0
2319, 89.0
2320, 89.0
2321, 88.0
2322, 89.0
2323, 86.0
2324, 83.0
2325, 86.0
2326, 86.0
2327, 88.0
2328, 91.0
2329, 88.0
2330, 87.0
2331, 88.0
2332, 87.0
2333, 92.0
2334, 90.0
2335, 86.0
2336, 86.0
2337, 86.0
2338, 89.0
2339, 85.0
2340, 93.0
2341, 92.0
2342, 86.0
2343, 89.0
2344, 90.0
2345, 90.0
2346, 89.0
2347, 91.0
2348, 89.0
2349, 88.0
2350, 91.0
2351, 91.0
2352, 84.0
2353, 83.0
2354, 87.0
2355, 83.0
2356, 88.0
2357, 90.0
2358, 89.0
2359, 88.0
2360, 89.0
2361, 86.0
2362, 87.0
2363, 89.0
2364, 88.0
2365, 89.0
2366, 85.0
2367, 85.0
2368, 88.0
2369, 86.0
2370, 89.0
2371, 87.0
2372, 87.0
2373, 90.0
2374, 91.0
2375, 80.0
2376, 87.0
2377, 87.0
2378, 91.0
2379, 85.0
2380, 88.0
2381, 82.0
2382, 86.0
2383, 85.0
2384, 83.0
2385, 86.0
2386, 88.0
2387, 86.0
2388, 85.0
2389, 86.0
2390, 85.0
2391, 85.0
2392, 86.0
2393, 89.0
2394, 87.0
2395, 83.0
2396, 87.0
2397, 87.0
2398, 87.0
2399, 85.0
2400, 84.0
2401, 89.0
2402, 84.0
2403, 86.0
2404, 83.0
2405, 84.0
2406, 91.0
2407, 84.0
2408, 88.0
2409, 83.0
2410, 86.0
2411, 84.0
2412, 89.0
2413, 89.0
2414, 87.0
2415, 87.0
2416, 87.0
2417, 90.0
2418, 88.0
2419, 85.0
2420, 85.0
2421, 86.0
2422, 88.0
2423, 88.0
2424, 87.0
2425, 85.0
2426, 86.0
2427, 82.0
2428, 87.0
2429, 83.0
2430, 84.0
2431, 88.0
2432, 88.0
2433, 83.0
2434, 84.0
2435, 88.0
2436, 84.0
2437, 84.0
2438, 85.0
2439, 79.0
2440, 83.0
2441, 88.0
2442, 83.0
2443, 87.0
2444, 84.0
2445, 84.0
2446, 81.0
2447, 84.0
2448, 87.0
2449, 88.0
2450, 87.0
2451, 86.0
2452, 78.0
2453, 83.0
2454, 86.0
2455, 85.0
2456, 82.0
2457, 88.0
2458, 81.0
2459, 85.0
2460, 82.0
2461, 81.0
2462, 85.0
2463, 84.0
2464, 90.0
2465, 86.0
2466, 83.0
2467, 83.0
2468, 86.0
2469, 83.0
2470, 87.0
2471, 85.0
2472, 81.0
2473, 82.0
2474, 84.0
2475, 84.0
2476, 82.0
2477, 85.0
2478, 84.0
2479, 81.0
2480, 89.0
2481, 84.0
2482, 83.0
2483, 80.0
2484, 82.0
2485, 85.0
2486, 81.0
2487, 83.0
2488, 82.0
2489, 86.0
2490, 86.0
2491, 81.0
2492, 87.0
2493, 83.0
2494, 82.0
2495, 85.0
2496, 83.0
2497, 84.0
2498, 84.0
2499, 82.0
2500, 87.0
2501, 84.0
2502, 85.0
2503, 79.0
2504, 81.0
2505, 81.0
2506, 81.0
2507, 80.0
2508, 81.0
2509, 80.0
2510, 84.0
2511, 85.0
2512, 86.0
2513, 83.0
2514, 85.0
2515, 80.0
2516, 87.0
2517, 82.0
2518, 78.0
2519, 80.0
2520, 82.0
2521, 86.0
2522, 82.0
2523, 83.0
2524, 85.0
2525, 84.0
2526, 84.0
2527, 83.0
2528, 84.0
2529, 82.0
2530, 84.0
2531, 83.0
2532, 84.0
2533, 80.0
2534, 83.0
2535, 82.0
2536, 82.0
2537, 83.0
2538, 83.0
2539, 82.0
2540, 82.0
2541, 81.0
2542, 81.0
2543, 84.0
2544, 84.0
2545, 78.0
2546, 83.0
2547, 84.0
2548, 82.0
2549, 82.0
2550, 82.0
2551, 78.0
2552, 81.0
2553, 80.0
2554, 84.0
2555, 83.0
2556, 81.0
2557, 85.0
2558, 87.0
2559, 83.0
2560, 82.0
2561, 82.0
2562, 82.0
2563, 84.0
2564, 82.0
2565, 82.0
2566, 81.0
2567, 84.0
2568, 81.0
2569, 79.0
2570, 82.0
2571, 88.0
2572, 78.0
2573, 84.0
2574, 84.0
2575, 84.0
2576, 86.0
2577, 84.0
2578, 82.0
2579, 85.0
2580, 77.0
2581, 81.0
2582, 77.0
2583, 83.0
2584, 84.0
2585, 84.0
2586, 81.0
2587, 82.0
2588, 80.0
2589, 81.0
2590, 80.0
2591, 80.0
2592, 80.0
2593, 78.0
2594, 84.0
2595, 78.0
2596, 83.0
2597, 85.0
2598, 81.0
2599, 78.0
2600, 86.0
2601, 82.0
2602, 83.0
2603, 83.0
2604, 81.0
2605, 80.0
2606, 73.0
2607, 86.0
2608, 81.0
2609, 82.0
2610, 86.0
2611, 85.0
2612, 77.0
2613, 81.0
2614, 89.0
2615, 83.0
2616, 76.0
2617, 84.0
2618, 82.0
2619, 78.0
2620, 83.0
2621, 83.0
2622, 82.0
2623, 81.0
2624, 82.0
2625, 85.0
2626, 87.0
2627, 80.0
2628, 80.0
2629, 85.0
2630, 83.0
2631, 81.0
2632, 83.0
2633, 82.0
2634, 80.0
2635, 80.0
2636, 83.0
2637, 79.0
2638, 82.0
2639, 81.0
2640, 83.0
2641, 77.0
2642, 78.0
2643, 81.0
2644, 81.0
2645, 78.0
2646, 78.0
2647, 83.0
2648, 80.0
2649, 78.0
2650, 82.0
2651, 83.0
2652, 83.0
2653, 81.0
2654, 84.0
2655, 79.0
2656, 87.0
2657, 79.0
2658, 78.0
2659, 82.0
2660, 81.0
2661, 81.0
2662, 81.0
2663, 83.0
2664, 88.0
2665, 81.0
2666, 84.0
2667, 80.0
2668, 82.0
2669, 83.0
2670, 83.0
2671, 79.0
2672, 78.0
2673, 80.0
2674, 76.0
2675, 80.0
2676, 82.0
2677, 84.0
2678, 80.0
2679, 79.0
2680, 77.0
2681, 82.0
2682, 79.0
2683, 81.0
2684, 85.0
2685, 79.0
2686, 78.0
2687, 83.0
2688, 80.0
2689, 81.0
2690, 80.0
2691, 83.0
2692, 77.0
2693, 82.0
2694, 83.0
2695, 82.0
2696, 77.0
2697, 86.0
2698, 83.0
2699, 86.0
2700, 81.0
2701, 81.0
2702, 86.0
2703, 81.0
2704, 86.0
2705, 82.0
2706, 81.0
2707, 79.0
2708, 80.0
2709, 78.0
2710, 84.0
2711, 79.0
2712, 80.0
2713, 81.0
2714, 84.0
2715, 77.0
2716, 83.0
2717, 79.0
2718, 84.0
2719, 79.0
2720, 84.0
2721, 80.0
2722, 82.0
2723, 83.0
2724, 78.0
2725, 79.0
2726, 77.0
2727, 80.0
2728, 77.0
2729, 83.0
2730, 79.0
2731, 79.0
2732, 83.0
2733, 81.0
2734, 81.0
2735, 82.0
2736, 82.0
2737, 83.0
2738, 84.0
2739, 79.0
2740, 77.0
2741, 79.0
2742, 79.0
2743, 79.0
2744, 83.0
2745, 79.0
2746, 81.0
2747, 80.0
2748, 84.0
2749, 79.0
2750, 83.0
2751, 77.0
2752, 78.0
2753, 82.0
2754, 77.0
2755, 79.0
2756, 80.0
2757, 78.0
2758, 81.0
2759, 77.0
2760, 83.0
2761, 78.0
2762, 80.0
2763, 79.0
2764, 82.0
2765, 77.0
2766, 82.0
2767, 80.0
2768, 79.0
2769, 78.0
2770, 79.0
2771, 76.0
2772, 80.0
2773, 79.0
2774, 80.0
2775, 82.0
2776, 82.0
2777, 80.0
2778, 77.0
2779, 79.0
2780, 85.0
2781, 80.0
2782, 80.0
2783, 80.0
2784, 82.0
2785, 86.0
2786, 79.0
2787, 81.0
2788, 79.0
2789, 82.0
2790, 75.0
2791, 81.0
2792, 78.0
2793, 73.0
2794, 81.0
2795, 78.0
2796, 78.0
2797, 83.0
2798, 79.0
2799, 83.0
2800, 77.0
2801, 81.0
2802, 78.0
2803, 80.0
2804, 79.0
2805, 74.0
2806, 83.0
2807, 78.0
2808, 75.0
2809, 79.0
2810, 78.0
2811, 76.0
2812, 78.0
2813, 79.0
2814, 83.0
2815, 79.0
2816, 83.0
2817, 79.0
2818, 78.0
2819, 84.0
2820, 76.0
2821, 78.0
2822, 80.0
2823, 80.0
2824, 81.0
2825, 78.0
2826, 82.0
2827, 82.0
2828, 81.0
2829, 78.0
2830, 74.0
2831, 74.0
2832, 82.0
2833, 85.0
2834, 80.0
2835, 80.0
2836, 81.0
2837, 74.0
2838, 77.0
2839, 78.0
2840, 73.0
2841, 78.0
2842, 79.0
2843, 80.0
2844, 80.0
2845, 79.0
2846, 85.0
2847, 78.0
2848, 76.0
2849, 79.0
2850, 76.0
2851, 80.0
2852, 83.0
2853, 83.0
2854, 74.0
2855, 85.0
2856, 81.0
2857, 82.0
2858, 78.0
2859, 80.0
2860, 79.0
2861, 82.0
2862, 81.0
2863, 80.0
2864, 78.0
2865, 79.0
2866, 80.0
2867, 83.0
2868, 80.0
2869, 82.0
2870, 78.0
2871, 80.0
2872, 78.0
2873, 81.0
2874, 78.0
2875, 83.0
2876, 85.0
2877, 80.0
2878, 81.0
2879, 74.0
2880, 81.0
2881, 76.0
2882, 79.0
2883, 81.0
2884, 78.0
2885, 77.0
2886, 81.0
2887, 84.0
2888, 81.0
2889, 79.0
2890, 77.0
2891, 80.0
2892, 82.0
2893, 77.0
2894, 80.0
2895, 83.0
2896, 82.0
2897, 82.0
2898, 74.0
2899, 80.0
2900, 76.0
2901, 75.0
2902, 81.0
2903, 77.0
2904, 79.0
2905, 82.0
2906, 81.0
2907, 81.0
2908, 78.0
2909, 77.0
2910, 81.0
2911, 76.0
2912, 78.0
2913, 75.0
2914, 81.0
2915, 77.0
2916, 80.0
2917, 81.0
2918, 80.0
2919, 82.0
2920, 79.0
2921, 77.0
2922, 79.0
2923, 79.0
2924, 78.0
2925, 81.0
2926, 82.0
2927, 82.0
2928, 79.0
2929, 87.0
2930, 79.0
2931, 80.0
2932, 78.0
2933, 78.0
2934, 79.0
2935, 80.0
2936, 80.0
2937, 78.0
2938, 79.0
2939, 80.0
2940, 82.0
2941, 77.0
2942, 73.0
2943, 79.0
2944, 83.0
2945, 80.0
2946, 78.0
2947, 77.0
2948, 85.0
2949, 80.0
2950, 83.0
2951, 78.0
2952, 80.0
2953, 81.0
2954, 80.0
2955, 82.0
2956, 79.0
2957, 80.0
2958, 77.0
2959, 82.0
2960, 76.0
2961, 81.0
2962, 82.0
2963, 84.0
2964, 81.0
2965, 82.0
2966, 79.0
2967, 74.0
2968, 78.0
2969, 81.0
2970, 78.0
2971, 78.0
2972, 74.0
2973, 77.0
2974, 78.0
2975, 83.0
2976, 79.0
2977, 78.0
2978, 85.0
2979, 77.0
2980, 80.0
2981, 80.0
2982, 83.0
2983, 81.0
2984, 78.0
2985, 82.0
2986, 81.0
2987, 75.0
2988, 82.0
2989, 80.0
2990, 79.0
2991, 83.0
2992, 85.0
2993, 76.0
2994, 80.0
2995, 78.0
2996, 78.0
2997, 80.0
2998, 82.0
2999, 82.0
3000, 72.0
3001, 81.0
3002, 79.0
3003, 80.0
3004, 84.0
3005, 82.0
3006, 76.0
3007, 81.0
3008, 79.0
3009, 82.0
3010, 77.0
3011, 80.0
3012, 81.0
3013, 78.0
3014, 83.0
3015, 79.0
3016, 85.0
3017, 79.0
3018, 84.0
3019, 77.0
3020, 75.0
3021, 78.0
3022, 76.0
3023, 80.0
3024, 80.0
3025, 77.0
3026, 81.0
3027, 79.0
3028, 83.0
3029, 83.0
3030, 76.0
3031, 76.0
3032, 77.0
3033, 77.0
3034, 80.0
3035, 76.0
3036, 84.0
3037, 78.0
3038, 77.0
3039, 75.0
3040, 83.0
3041, 80.0
3042, 78.0
3043, 82.0
3044, 77.0
3045, 79.0
3046, 80.0
3047, 79.0
3048, 79.0
3049, 76.0
3050, 78.0
3051, 79.0
3052, 78.0
3053, 76.0
3054, 79.0
3055, 79.0
3056, 77.0
3057, 77.0
3058, 80.0
3059, 77.0
3060, 77.0
3061, 81.0
3062, 81.0
3063, 76.0
3064, 76.0
3065, 78.0
3066, 86.0
3067, 77.0
3068, 80.0
3069, 80.0
3070, 82.0
3071, 78.0
3072, 79.0
3073, 76.0
3074, 78.0
3075, 83.0
3076, 78.0
3077, 81.0
3078, 81.0
3079, 80.0
3080, 78.0
3081, 81.0
3082, 82.0
3083, 83.0
3084, 74.0
3085, 82.0
3086, 80.0
3087, 76.0
3088, 81.0
3089, 80.0
3090, 79.0
3091, 79.0
3092, 78.0
3093, 78.0
3094, 81.0
3095, 78.0
3096, 77.0
3097, 82.0
3098, 82.0
3099, 78.0
3100, 82.0
3101, 80.0
3102, 81.0
3103, 79.0
3104, 78.0
3105, 74.0
3106, 79.0
3107, 81.0
3108, 77.0
3109, 78.0
3110, 81.0
3111, 76.0
3112, 76.0
3113, 81.0
3114, 78.0
3115, 75.0
3116, 78.0
3117, 81.0
3118, 81.0
3119, 81.0
3120, 80.0
3121, 79.0
3122, 77.0
3123, 79.0
3124, 79.0
3125, 78.0
3126, 79.0
3127, 80.0
3128, 79.0
3129, 78.0
3130, 77.0
3131, 82.0
3132, 82.0
3133, 86.0
3134, 82.0
3135, 79.0
3136, 81.0
3137, 83.0
3138, 78.0
3139, 79.0
3140, 78.0
3141, 80.0
3142, 81.0
3143, 80.0
3144, 79.0
3145, 81.0
3146, 82.0
3147, 80.0
3148, 83.0
3149, 80.0
3150, 80.0
3151, 83.0
3152, 76.0
3153, 81.0
3154, 77.0
3155, 76.0
3156, 80.0
3157, 74.0
3158, 80.0
3159, 84.0
3160, 75.0
3161, 75.0
3162, 76.0
3163, 82.0
3164, 79.0
3165, 78.0
3166, 77.0
3167, 80.0
3168, 80.0
3169, 78.0
3170, 78.0
3171, 80.0
3172, 82.0
3173, 76.0
3174, 78.0
3175, 82.0
3176, 74.0
3177, 80.0
3178, 77.0
3179, 80.0
3180, 81.0
3181, 73.0
3182, 78.0
3183, 79.0
3184, 82.0
3185, 81.0
3186, 82.0
3187, 77.0
3188, 84.0
3189, 80.0
3190, 78.0
3191, 76.0
3192, 76.0
3193, 82.0
3194, 80.0
3195, 75.0
3196, 84.0
3197, 76.0
3198, 78.0
3199, 81.0
3200, 75.0
3201, 77.0
3202, 77.0
3203, 77.0
3204, 77.0
3205, 79.0
3206, 80.0
3207, 76.0
3208, 80.0
3209, 76.0
3210, 76.0
3211, 75.0
3212, 81.0
3213, 80.0
3214, 77.0
3215, 79.0
3216, 75.0
3217, 82.0
3218, 81.0
3219, 77.0
3220, 79.0
3221, 78.0
3222, 81.0
3223, 79.0
3224, 78.0
3225, 83.0
3226, 83.0
3227, 78.0
3228, 79.0
3229, 81.0
3230, 80.0
3231, 74.0
3232, 78.0
3233, 78.0
3234, 78.0
3235, 79.0
3236, 76.0
3237, 81.0
3238, 77.0
3239, 83.0
3240, 76.0
3241, 80.0
3242, 76.0
3243, 77.0
3244, 79.0
3245, 76.0
3246, 81.0
3247, 82.0
3248, 78.0
3249, 80.0
3250, 80.0
3251, 83.0
3252, 80.0
3253, 78.0
3254, 77.0
3255, 77.0
3256, 75.0
3257, 82.0
3258, 76.0
3259, 79.0
3260, 79.0
3261, 84.0
3262, 84.0
3263, 76.0
3264, 76.0
3265, 79.0
3266, 76.0
3267, 78.0
3268, 79.0
3269, 81.0
3270, 80.0
3271, 80.0
3272, 79.0
3273, 80.0
3274, 78.0
3275, 78.0
3276, 83.0
3277, 80.0
3278, 81.0
3279, 80.0
3280, 78.0
3281, 76.0
3282, 77.0
3283, 80.0
3284, 79.0
3285, 84.0
3286, 81.0
3287, 75.0
3288, 78.0
3289, 81.0
3290, 82.0
3291, 83.0
3292, 77.0
3293, 80.0
3294, 77.0
3295, 80.0
3296, 76.0
3297, 76.0
3298, 80.0
3299, 77.0
3300, 78.0
3301, 75.0
3302, 79.0
3303, 78.0
3304, 78.0
3305, 80.0
3306, 72.0
3307, 79.0
3308, 81.0
3309, 80.0
3310, 78.0
3311, 80.0
3312, 80.0
3313, 82.0
3314, 82.0
3315, 80.0
3316, 76.0
3317, 82.0
3318, 75.0
3319, 81.0
3320, 81.0
3321, 78.0
3322, 83.0
3323, 81.0
3324, 79.0
3325, 82.0
3326, 82.0
3327, 78.0
3328, 82.0
3329, 82.0
3330, 78.0
3331, 79.0
3332, 79.0
3333, 81.0
3334, 80.0
3335, 81.0
3336, 83.0
3337, 79.0
3338, 80.0
3339, 80.0
3340, 81.0
3341, 79.0
3342, 77.0
3343, 78.0
3344, 82.0
3345, 76.0
3346, 80.0
3347, 80.0
3348, 78.0
3349, 84.0
3350, 83.0
3351, 78.0
3352, 79.0
3353, 76.0
3354, 80.0
3355, 77.0
3356, 78.0
3357, 81.0
3358, 77.0
3359, 78.0
3360, 77.0
3361, 80.0
3362, 87.0
3363, 80.0
3364, 83.0
3365, 79.0
3366, 80.0
3367, 78.0
3368, 81.0
3369, 79.0
3370, 81.0
3371, 78.0
3372, 78.0
3373, 70.0
3374, 78.0
3375, 81.0
3376, 77.0
3377, 80.0
3378, 76.0
3379, 80.0
3380, 80.0
3381, 78.0
3382, 81.0
3383, 82.0
3384, 79.0
3385, 81.0
3386, 82.0
3387, 80.0
3388, 83.0
3389, 75.0
3390, 83.0
3391, 81.0
3392, 80.0
3393, 84.0
3394, 80.0
3395, 75.0
3396, 84.0
3397, 77.0
3398, 82.0
3399, 79.0
3400, 75.0
3401, 77.0
3402, 76.0
3403, 77.0
3404, 79.0
3405, 83.0
3406, 82.0
3407, 80.0
3408, 79.0
3409, 80.0
3410, 81.0
3411, 82.0
3412, 81.0
3413, 75.0
3414, 81.0
3415, 79.0
3416, 79.0
3417, 77.0
3418, 78.0
3419, 76.0
3420, 82.0
3421, 83.0
3422, 83.0
3423, 77.0
3424, 81.0
3425, 79.0
3426, 81.0
3427, 79.0
3428, 81.0
3429, 82.0
3430, 80.0
3431, 82.0
3432, 81.0
3433, 80.0
3434, 79.0
3435, 82.0
3436, 78.0
3437, 78.0
3438, 82.0
3439, 78.0
3440, 80.0
3441, 76.0
3442, 78.0
3443, 81.0
3444, 78.0
3445, 82.0
3446, 82.0
3447, 80.0
3448, 78.0
3449, 80.0
3450, 81.0
3451, 80.0
3452, 79.0
3453, 80.0
3454, 78.0
3455, 79.0
3456, 81.0
3457, 81.0
3458, 84.0
3459, 77.0
3460, 78.0
3461, 81.0
3462, 85.0
3463, 78.0
3464, 73.0
3465, 78.0
3466, 80.0
3467, 79.0
3468, 85.0
3469, 80.0
3470, 82.0
3471, 84.0
3472, 81.0
3473, 80.0
3474, 80.0
3475, 76.0
3476, 81.0
3477, 80.0
3478, 81.0
3479, 81.0
3480, 81.0
3481, 80.0
3482, 77.0
3483, 77.0
3484, 78.0
3485, 74.0
3486, 80.0
3487, 78.0
3488, 81.0
3489, 75.0
3490, 81.0
3491, 76.0
3492, 81.0
3493, 81.0
3494, 78.0
3495, 83.0
3496, 86.0
3497, 82.0
3498, 79.0
3499, 77.0
3500, 79.0
3501, 83.0
3502, 82.0
3503, 80.0
3504, 80.0
3505, 76.0
3506, 74.0
3507, 77.0
3508, 78.0
3509, 83.0
3510, 81.0
3511, 78.0
3512, 78.0
3513, 77.0
3514, 77.0
3515, 81.0
3516, 79.0
3517, 82.0
3518, 78.0
3519, 75.0
3520, 80.0
3521, 81.0
3522, 79.0
3523, 78.0
3524, 81.0
3525, 80.0
3526, 80.0
3527, 80.0
3528, 84.0
3529, 80.0
3530, 80.0
3531, 79.0
3532, 79.0
3533, 80.0
3534, 80.0
3535, 83.0
3536, 78.0
3537, 78.0
3538, 79.0
3539, 83.0
3540, 78.0
3541, 74.0
3542, 83.0
3543, 79.0
3544, 81.0
3545, 77.0
3546, 81.0
3547, 79.0
3548, 84.0
3549, 79.0
3550, 79.0
3551, 84.0
3552, 75.0
3553, 77.0
3554, 83.0
3555, 78.0
3556, 80.0
3557, 81.0
3558, 78.0
3559, 82.0
3560, 83.0
3561, 79.0
3562, 77.0
3563, 77.0
3564, 80.0
3565, 80.0
3566, 81.0
3567, 79.0
3568, 79.0
3569, 77.0
3570, 77.0
3571, 78.0
3572, 80.0
3573, 78.0
3574, 80.0
3575, 82.0
3576, 78.0
3577, 80.0
3578, 77.0
3579, 82.0
3580, 78.0
3581, 80.0
3582, 80.0
3583, 81.0
3584, 80.0
3585, 79.0
3586, 84.0
3587, 78.0
3588, 82.0
3589, 82.0
3590, 81.0
3591, 86.0
3592, 77.0
3593, 80.0
3594, 80.0
3595, 78.0
3596, 83.0
3597, 76.0
3598, 78.0
3599, 75.0
3600, 77.0
3601, 76.0
3602, 81.0
3603, 80.0
3604, 81.0
3605, 78.0
3606, 77.0
3607, 76.0
3608, 77.0
3609, 85.0
3610, 77.0
3611, 80.0
3612, 80.0
3613, 80.0
3614, 83.0
3615, 80.0
3616, 79.0
3617, 80.0
3618, 77.0
3619, 85.0
3620, 83.0
3621, 79.0
3622, 76.0
3623, 80.0
3624, 79.0
3625, 81.0
3626, 82.0
3627, 78.0
3628, 82.0
3629, 78.0
3630, 79.0
3631, 80.0
3632, 81.0
3633, 78.0
3634, 80.0
3635, 85.0
3636, 81.0
3637, 81.0
3638, 84.0
3639, 79.0
3640, 78.0
3641, 80.0
3642, 76.0
3643, 76.0
3644, 77.0
3645, 78.0
3646, 83.0
3647,  1.0

